SUSCEPTIBLE, EXPOSED, ASYMPTOMATIC, PREINFECTED, INFECTED, HOSPITALIZING, VENTILATING, RECOVERED, DEAD
625640, 0, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625636, 4, 236, 84, 0, 0, 0, 0, 0
625632, 8, 236, 84, 0, 0, 0, 0, 0
625632, 8, 236, 84, 0, 0, 0, 0, 0
625632, 8, 236, 84, 0, 0, 0, 0, 0
625632, 8, 236, 84, 0, 0, 0, 0, 0
625632, 8, 236, 84, 0, 0, 0, 0, 0
625632, 8, 236, 84, 0, 0, 0, 0, 0
625632, 8, 236, 84, 0, 0, 0, 0, 0
625632, 8, 236, 84, 0, 0, 0, 0, 0
625628, 12, 236, 84, 0, 0, 0, 0, 0
625628, 12, 236, 84, 0, 0, 0, 0, 0
625628, 12, 236, 84, 0, 0, 0, 0, 0
625628, 12, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625624, 16, 236, 84, 0, 0, 0, 0, 0
625620, 20, 236, 84, 0, 0, 0, 0, 0
625616, 24, 236, 84, 0, 0, 0, 0, 0
625616, 24, 236, 84, 0, 0, 0, 0, 0
625616, 24, 236, 84, 0, 0, 0, 0, 0
625616, 24, 236, 84, 0, 0, 0, 0, 0
625612, 28, 236, 84, 0, 0, 0, 0, 0
625612, 28, 236, 84, 0, 0, 0, 0, 0
625612, 28, 236, 84, 0, 0, 0, 0, 0
625612, 28, 236, 84, 0, 0, 0, 0, 0
625612, 28, 236, 84, 0, 0, 0, 0, 0
625612, 28, 236, 84, 0, 0, 0, 0, 0
