SUSCEPTIBLE, EXPOSED, ASYMPTOMATIC, PREINFECTED, INFECTED, HOSPITALIZING, VENTILATING, RECOVERED, DEAD
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625320, 0, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 188, 0, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625316, 4, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625312, 8, 452, 184, 4, 0, 0, 0, 0
625308, 12, 452, 184, 4, 0, 0, 0, 0
625308, 12, 452, 184, 4, 0, 0, 0, 0
625308, 12, 452, 184, 4, 0, 0, 0, 0
625308, 12, 452, 184, 4, 0, 0, 0, 0
625308, 12, 452, 184, 4, 0, 0, 0, 0
625308, 12, 452, 184, 4, 0, 0, 0, 0
625308, 12, 452, 184, 4, 0, 0, 0, 0
625308, 12, 452, 184, 4, 0, 0, 0, 0
625308, 12, 452, 184, 4, 0, 0, 0, 0
625308, 12, 452, 184, 4, 0, 0, 0, 0
625308, 12, 452, 184, 4, 0, 0, 0, 0
625308, 12, 452, 184, 4, 0, 0, 0, 0
625308, 12, 452, 184, 4, 0, 0, 0, 0
625308, 12, 452, 184, 4, 0, 0, 0, 0
625308, 12, 452, 180, 8, 0, 0, 0, 0
625308, 12, 452, 176, 12, 0, 0, 0, 0
625308, 12, 452, 172, 16, 0, 0, 0, 0
625308, 12, 452, 172, 16, 0, 0, 0, 0
625308, 12, 452, 172, 16, 0, 0, 0, 0
625308, 12, 452, 172, 16, 0, 0, 0, 0
625308, 12, 452, 172, 16, 0, 0, 0, 0
625308, 12, 452, 172, 16, 0, 0, 0, 0
625308, 12, 452, 172, 16, 0, 0, 0, 0
625308, 12, 452, 172, 16, 0, 0, 0, 0
625308, 12, 452, 172, 16, 0, 0, 0, 0
625308, 12, 452, 172, 16, 0, 0, 0, 0
625308, 12, 452, 172, 16, 0, 0, 0, 0
625308, 12, 452, 172, 16, 0, 0, 0, 0
625308, 12, 452, 172, 16, 0, 0, 0, 0
625304, 16, 452, 172, 16, 0, 0, 0, 0
625300, 20, 452, 172, 16, 0, 0, 0, 0
625300, 20, 452, 172, 16, 0, 0, 0, 0
625300, 20, 452, 172, 16, 0, 0, 0, 0
